날짜,요일,시간,,토론,긍부정여부,예측한 날,2,1
2020년 11월 9일 월요일,월요일,22,0,언택트주 망했네 ㅠ,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,55,잘가 카카오 영두형 오늘 잠 못자겠네,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,54,카카오가 무슨 바이오주인가.,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,50,코로나 폭풍늘어난다고 버티던 개미들,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,46,카카오를 사야하는 이유?,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,46,카카오 진짜 내일 잣된거같다,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,45,최소 시초가 -5% 예상됩니다.,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,44,와... 단타로 들어왓다가 약손절치고 나왔는데,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,40,나스닥 선물 파란불 ㅋㅋㅋㅋㅋㅋㅋ,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,37,떨구있냐?,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,25,언택트주들 내일 잘 튀어라 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,21,25,내일부터 뒤졌네 여기주주들 ㅋㅋㅋㅋㅋㅋㅋ,0,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,19,53,"사모펀드로 10,000,000 주만 사둔닥꼬요",1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,19,49,"카카오재팬 픽코마 3Q 1,300 억원 매출",1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,19,26,7월말이후로 6거래일 상승랠리,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,18,56,카카오 주가가 빠지면 안되는 이유,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,18,20,40만 가서 놀자. 이제 ...30만원대 조정은 다 겪었다.,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,17,9,카카오 네이버 솔직히 카카오사고싶은데 가격적으로,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,17,8,"400,000 원에 10,000,000 주만 사 두거라",1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,16,2,20억개미유튜버 카카오는 걱정안하셔도됩니다,1,2020년 11월 10일 화요일,,
2020년 11월 9일 월요일,월요일,8,50,오늘은 일단 전약 후강으로 보고,1,2020년 11월 9일 월요일,,
2020년 11월 9일 월요일,월요일,8,48,오늘장 기대됩니다,1,2020년 11월 9일 월요일,,
2020년 11월 9일 월요일,월요일,8,41,나수닥 선물이 상승중에 있어서 오늘도,1,2020년 11월 9일 월요일,,
2020년 11월 9일 월요일,월요일,8,9,"[수급포착테마] 카카오등 인터넷 대표주, MLCC(적층세라믹콘덴서), 재난/안전(지진 등), 반도체 장비 매수세 포착",1,2020년 11월 9일 월요일,,
2020년 11월 9일 월요일,월요일,6,8,##[뉴스] 고립된 트럼프,0,2020년 11월 9일 월요일,,
2020년 11월 10일 화요일,화요일,23,59,조졌다.. 카카오 떡락 예정,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,23,54,화이자 백신 발표로 택트주 뜨고 언택트주 하락,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,22,45,내일장 예상,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,22,35,다필요없고 오늘 다들 추매하셨죠?,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,22,8,무슨 주린이들이 전문가 행세야.ㅋ,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,21,54,이것들,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,21,42,"카카오 주가, 계속 상승 할 수밖에 없는 이유",1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,21,20,낼. ~,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,21,14,카카오는 미래다.,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,21,11,주식은 공포에 사는거다,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,21,8,감자가 사실이었네요,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,20,41,매수시점,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,20,19,"년말목표가 987,000 원 제시합니다",1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,20,17,중국 광군제 시행에 따른 ㅡ 대호재 발생,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,20,3,얼마않빼네,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,19,49,한달후 20만원 언저리,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,19,40,카카오도 좀 가끔은 세일도하고 그래야지ㅎㅎ나이따,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,19,18,애인이 13만에 샀는데,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,19,16,애인이 13만에 샀는데 팔어라고 해도 말을 안쳐들어요,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,19,16,애인이 13만에 샀는데 팔어라고 해도 말을 안쳐들어요,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,53,카카오 공매도 타깃 1순위,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,52,대한민국 여가부는 왜?존재하는거죠?,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,51,내일부터 끝없는 상승!!,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,50,여기가 PER100의 카카오,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,39,왕 거품주,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,25,카카오는 개관도 아니고 외인도 아니고 개미가 키운다. 동학개미주식으로 만듭시다.,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,25,"삼전, 카카오는 떨어져도 안불안해",1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,19,안티들이 많은걸보아하니 낼 떡상이구만,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,17,1년동안 300% 올라도 불만이야,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,16,좋은 시절 다 갔다,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,13,1차35만 ㆍ2차 32만 ㆍ3차30만 깨저요,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,18,13,카카오 최대실적 나왔는데 35에 멈추면 안되는거아니냐,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,17,55,좋은 시절 다 갔다,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,17,24,오늘 카카오가 코노라 백신뉴스에 대한 백신을 맞은 날입니다. ㅋㅋ,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,17,20,장하다 카카오,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,17,8,유대금융자본 믿습니다,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,17,2,카카오를 믿으세요,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,16,41,네이버는 2틱 올렸다. 빨랑 한틱 더 올리자.,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,16,28,일단 빠진다,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,16,27,카카오 실적 알면서도 파는 기관 외인들 한마디한다,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,16,23,낼까진 폭락할까요?,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,16,17,주린이 생존확인,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,16,17,356000 매수요,1,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,16,3,앞자리 2자 ㄱㄱ,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,16,2,왜자꾸 빠지래?,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,16,1,줍줍인줄알고 주?는데...,0,2020년 11월 11일 수요일,,
2020년 11월 10일 화요일,화요일,8,58,개폭락 .,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,58,손절.유영두,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,57,가자아 25만원,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,55,시초 추매간다,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,54,유대자본 어디로 간거에요???,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,53,개미들아 팔아라 ㅋㅋㄱㅋㅋㅋㅋ,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,53,문상 왔수다,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,52,테마주니까 이렇게올랐지,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,50,엄청난 갭하락,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,50,팔자,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,49,카카오 장전 -4% 여보 미안해요 ㅠㅠ,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,46,지능순으로 탈출하세요,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,41,백신 멀었다 쫄지말고 추매해,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,40,이럴때 사야지 뭐라는겨,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,33,육계장 내오거라,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,33,코로나로 300%해먹었으면 이제 집어쳐라,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,32,나선 상승,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,27,오늘 조짓네..,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,22,형 오늘 월급날이다~~~~~~~~~,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,16,개미들아ㅋ,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,14,니들완전젓됐다,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,13,컨택 ㄱㄱ,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,5,왕 거품주,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,8,2,언택터 관련주 대폭락 예고,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,55,오늘 떨어지면 저가에 사라,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,51,언택트주는 이제 안녕이네....,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,44,카카오 의 호재는 실적 과 다가올 4분기 실적,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,42,동시호가에 시장가로 던져라..,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,42,근데 오늘은 컨텍주가 엄청 수혜볼거 같긴 하네요,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,40,하루하루 파동에 신경쓰지 마라,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,36,■ 테스형 패션이 바뀌쟌아,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,25,주식시장 모르죠,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,22,33만대에 매수하신분들 슬슬던져야할때,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,20,오늘 꽉붙잡고 버텨라,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,7,18,빅히트가,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,6,59,오늘 설마 하한가 가겠어,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,6,42,좌파정권에서 카카오좌음 화잇리스트 갈수밖에 없다..,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,6,38,미국 언택트 업종은 아주 박살이났네,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,6,28,개미들은 외인들한테 팔고 빠져,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,6,2,언택트 대폭락,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,5,37,나스닥이 내예상데로 하락 전환 했네,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,5,11,백신 개발 했답니다 주주님들!,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,5,10,30만 깨저요 빨리튀세여,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,4,52,앤트그룹 상장중지 카카오페이지도 규제해야함,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,4,51,얘들아 그래도 나까무라는아직도 건재하다,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,4,50,꼴랑4천억버는게,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,4,46,오늘 폭락 예상임니다,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,4,42,백신효과 바이든효과로 언택트주는 골로감니다,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,4,39,오늘 개폭등 !!!!!,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,4,30,정리를 다하는건데 ㅜ 5프로밖에 못했네,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,2,21,# 그동안 너무 쳐올랐다,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,1,16,미국 언택트주 전부 사망해서,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,1,14,개카오 내일부터 뒤져봅시다,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,1,0,자 개미님들 이제 컨택으로 갑시다 ㄱㄱ,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,57,그동안 많이 올랐다.,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,48,페북도 양전직전 구글 폭등 아마존 말아올리고...,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,43,페북도 양전직전 구글 폭등 아마존 말아올리고...,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,36,일단-5퍼 확정임,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,31,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ누가 카카오나락간다고하냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,29,아마존 이말올 ㅋㅋㅋㅋㅋ안티들 식고자라 ㅋㅋ,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,23,모더나 백신 설랴발 치더니,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,16,내일크게 안빠질듯,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,16,오 카카오 줍줍 막차 타야겠다,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,8,망했다 언텍트,0,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,6,"뭐여 구글은 2.5% 상승하고, 페이스북도 보합으로 향하는데",1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,6,시초에 팔면 흑우되는거알쥐??,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,4,한번주도주는,1,2020년 11월 10일 화요일,,
2020년 11월 10일 화요일,화요일,0,2,구글은 상승중이다!!!!!!!,1,2020년 11월 10일 화요일,,
2020년 11월 11일 수요일,수요일,23,49,휴 나스닥살아났네 카카오는 뱅크상장도있어서,1,2020년 11월 12일 목요일,,
